Gene_LOH	Pvalue	HR	Qvalue	N
fLOH_KIF9	0.997753873878447	1.00945729802627e-08	0.999561539553054	12
rLOH_KIF9	0.017684606979954	4.38123610912357	0.282953711679264	12
fLOH_KRT35	0.818989431880898	1.20838291576022	0.999561539553054	18
rLOH_KRT35	0.0899898668059	2.24815359840809	0.553783795728615	29
fLOH_KRT36	0.842202466009651	0.804815747398	0.999561539553054	14
rLOH_KRT36	0.604293339645873	1.41839980961435	0.999478061477577	20
fLOH_KRT38	NA	NA	NA	0
rLOH_KRT38	0.763592056331272	1.25944095714003	0.999478061477577	17
fLOH_KRT72	0.997785690530171	1.03893798687011e-08	0.999561539553054	14
rLOH_KRT72	0.491667680563542	0.460784163433487	0.999478061477577	8
fLOH_KRT74	0.311598736163767	2.21250346218677	0.999561539553054	11
rLOH_KRT74	0.998150361066816	4.55001463859364e-08	0.999478061477577	5
fLOH_KRT82	0.677241169465512	1.56005435376835	0.999561539553054	7
rLOH_KRT82	0.289855628128407	2.28539031944721	0.953493574090414	10
fLOH_KRTAP4-8	0.9974974901507	7.72747131256712e-08	0.999561539553054	3
rLOH_KRTAP4-8	0.613389259923515	0.682543701563705	0.999478061477577	20
fLOH_LAMC3	0.162632921889371	2.62391187242598	0.869591111193954	12
rLOH_LAMC3	0.536474090215627	0.592696184920262	0.999478061477577	14
fLOH_LGALS3	0.819255061726507	1.17387251364011	0.999561539553054	13
rLOH_LGALS3	0.997608235479345	1.4360776542932e-08	0.999478061477577	15
fLOH_MAP3K1	0.0675729186432422	4.36975276614422	0.569543171421613	9
rLOH_MAP3K1	0.997108647413503	4.05686865967131e-08	0.999478061477577	11
fLOH_MAP4	0.117224638115947	2.78388045175045	0.790428988438957	15
rLOH_MAP4	0.592645371277547	0.550110765892777	0.999478061477577	10
fLOH_MARCH10	0.997820253568231	1.03307720557626e-08	0.999561539553054	13
rLOH_MARCH10	0.401415652112574	0.53091487960597	0.991543941221152	20
fLOH_ME3	0.997789490451052	8.32206008236479e-09	0.999561539553054	11
rLOH_ME3	0.999478061477577	4.4248045334016e-09	0.999478061477577	3
fLOH_MFF	0.0476889729525904	9.08514023939134	0.468941567367139	2
rLOH_MFF	0.483499589613801	1.75959935350653	0.999478061477577	13
fLOH_MINK1	0.876555447218009	1.17796955430769	0.999561539553054	10
rLOH_MINK1	0.453881939618501	1.78603521452803	0.999478061477577	12
fLOH_MON2	0.00172260162771437	12.465559078967	0.101633496035148	3
rLOH_MON2	0.822597403926834	1.21567464971122	0.999478061477577	12
fLOH_MRPL10	0.468051617923808	2.18356349044823	0.999561539553054	8
rLOH_MRPL10	0.0346105236354928	4.40873267869439	0.378370906464266	12
fLOH_MRPS7	0.453794760027222	0.455768653341328	0.999561539553054	11
rLOH_MRPS7	0.399210890102436	1.943617274637	0.991543941221152	12
fLOH_MTMR4	0.968762263896272	0.970625485646903	0.999561539553054	15
rLOH_MTMR4	0.997275659030106	3.01650220629739e-08	0.999478061477577	13
fLOH_MTUS2	0.997452445260122	1.81935087393739e-08	0.999561539553054	5
rLOH_MTUS2	0.462592983121965	0.44855072408833	0.999478061477577	10
fLOH_MUS81	0.998112153148421	1.75928260910847e-06	0.999561539553054	1
rLOH_MUS81	0.784608371043227	1.34081054770826	0.999478061477577	11
fLOH_MYH13	0.00063380305946602	8.72844941322672	0.0498591740113269	13
rLOH_MYH13	0.997746784411026	3.90354065991493e-08	0.999478061477577	8
fLOH_MYH4	0.0885207009678392	3.20682559893923	0.673899529948711	13
rLOH_MYH4	0.520842144758016	1.55323464349361	0.999478061477577	12
fLOH_MYO15A	0.999283668496849	1.36309646618521e-09	0.999561539553054	9
rLOH_MYO15A	0.997893423074375	3.00441075381929e-09	0.999478061477577	13
fLOH_MYO18A	0.997276675607451	1.10130533971287e-07	0.999561539553054	8
rLOH_MYO18A	0.174350124908839	2.81757514284444	0.753564827340176	11
fLOH_MYOM3	0.105074555186699	3.63967708120691	0.774924844501905	11
rLOH_MYOM3	0.785227060978705	0.750459158491619	0.999478061477577	10
fLOH_NBR1	0.262875325120144	3.38669448668559	0.996553177197004	4
rLOH_NBR1	0.735348825719558	0.696350822618181	0.999478061477577	13
fLOH_NDUFA6	0.614848025767667	0.561548995804101	0.999561539553054	5
rLOH_NDUFA6	0.217183234039983	2.74281671295431	0.868732936159932	13
fLOH_NDUFAF1	0.0124332573211491	42.6924868678793	0.266749884344653	1
rLOH_NDUFAF1	0.565889430633526	1.47436559109721	0.999478061477577	12
fLOH_NEK4	0.554670213230271	1.64988920936706	0.999561539553054	12
rLOH_NEK4	0.997600526322888	3.15897334624162e-08	0.999478061477577	11
fLOH_NEK9	0.997948502698321	3.70243191598882e-08	0.999561539553054	8
rLOH_NEK9	0.850881395450621	1.1767116808489	0.999478061477577	12
fLOH_NEURL4	0.998091564024541	9.98713191768951e-09	0.999561539553054	15
rLOH_NEURL4	0.999378053361616	8.2472490776335e-09	0.999478061477577	4
fLOH_NIPSNAP3A	0.183747593961372	3.02564267844005	0.903425670310079	14
rLOH_NIPSNAP3A	0.0492588683882995	5.93525549883945	0.378370906464266	5
fLOH_NOP9	0.600396579847527	1.75641608655699	0.999561539553054	7
rLOH_NOP9	0.685636281057156	0.716560819756801	0.999478061477577	13
fLOH_OGFOD3	0.997720253371318	1.08415807971783e-08	0.999561539553054	14
rLOH_OGFOD3	0.556884213289087	1.4793200834985	0.999478061477577	16
fLOH_OR10A2	0.999561539553054	4.09943684074595e-09	0.999561539553054	3
rLOH_OR10A2	0.997576397579988	9.23689923332417e-09	0.999478061477577	10
fLOH_OR13C2	NA	NA	NA	0
rLOH_OR13C2	0.997966595160868	1.49390121261111e-08	0.999478061477577	10
fLOH_OR13F1	0.830356633566723	1.25468988143685	0.999561539553054	13
rLOH_OR13F1	0.313858301471428	2.96540480483047	0.953493574090414	5
fLOH_OR1A1	0.414982122870265	1.52230023132006	0.999561539553054	22
rLOH_OR1A1	0.996960936149668	3.64571447350806e-08	0.999478061477577	15
fLOH_OR1A2	0.997592285589222	6.44771173577397e-08	0.999561539553054	7
rLOH_OR1A2	0.00444571844408625	4.92611371187879	0.152424632368671	22
fLOH_OR1N2	0.213607376697894	2.24314773456588	0.969448863475057	13
rLOH_OR1N2	0.997992982601053	2.9497345675482e-08	0.999478061477577	5
fLOH_OR3A1	0.9318088872945	1.10003787956521	0.999561539553054	5
rLOH_OR3A1	0.205302112088414	2.01985819518314	0.849525981055506	26
fLOH_OR4D1	0.740714696261376	1.41158435255931	0.999561539553054	8
rLOH_OR4D1	0.985046508735204	1.01493783988995	0.999478061477577	19
fLOH_OR4D2	0.586921929278163	1.79372669616663	0.999561539553054	9
rLOH_OR4D2	0.974279971845342	0.974556794410412	0.999478061477577	14
fLOH_OR51B6	0.609229287367566	0.560677199648006	0.999561539553054	9
rLOH_OR51B6	0.948525609279601	0.934231369305303	0.999478061477577	12
fLOH_OR52R1	0.287779061056669	2.48801345602827	0.996553177197004	5
rLOH_OR52R1	0.0718001766236205	3.06028725912749	0.465730875396457	15
fLOH_OR6C74	0.0292397863094475	5.97472408431168	0.408801238543957	6
rLOH_OR6C74	0.533928641098528	1.93542682768327	0.999478061477577	10
fLOH_PARP4	0.79923724355217	1.18718733369446	0.999561539553054	12
rLOH_PARP4	0.997522476940554	1.60760097803593e-08	0.999478061477577	4
fLOH_PATE1	0.997023876136595	9.59559536526786e-09	0.999561539553054	8
rLOH_PATE1	0.311830743288195	2.18746974245331	0.953493574090414	11
fLOH_PCDHA1	0.998133145503903	4.22247260729227e-08	0.999561539553054	10
rLOH_PCDHA1	0.288518244248423	1.95445620228289	0.953493574090414	16
fLOH_PCDHA3	0.371073085079651	2.69926828375494	0.999561539553054	11
rLOH_PCDHA3	0.343502779661414	1.81484043758031	0.960508122086984	20
fLOH_PCDHA4	0.997298784278621	1.01393853660177e-07	0.999561539553054	3
rLOH_PCDHA4	0.017210519369117	4.24458016697591	0.282953711679264	13
fLOH_PCDHB16	0.291365123841497	2.28360845408658	0.996553177197004	7
rLOH_PCDHB16	0.912514308061214	0.889943159778005	0.999478061477577	10
fLOH_PCDHGA3	0.997774208228343	1.22074337136052e-07	0.999561539553054	5
rLOH_PCDHGA3	0.0516524470937155	3.63753713813462	0.378370906464266	12
fLOH_PEMT	0.998037161739139	2.99801057109739e-07	0.999561539553054	3
rLOH_PEMT	0.295654662680174	3.13588200546668	0.953493574090414	11
fLOH_PGPEP1L	0.0070236252722867	9.33518033728103	0.165757556425966	6
rLOH_PGPEP1L	0.0020806273212459	8.23577474794765	0.120440589140257	11
fLOH_PKD2L1	0.984796429414602	0.980150207471989	0.999561539553054	10
rLOH_PKD2L1	0.99781889647121	6.95982883268678e-09	0.999478061477577	9
fLOH_PLPP7	0.9975456888714	2.16034855724324e-07	0.999561539553054	1
rLOH_PLPP7	0.415761935592469	1.91036892256471	0.997828645421926	11
fLOH_PMFBP1	0.968505762545011	1.04296560323455	0.999561539553054	10
rLOH_PMFBP1	0.669727174821986	0.634568181679386	0.999478061477577	7
fLOH_POLG2	0.99749185125405	8.98525185335592e-08	0.999561539553054	7
rLOH_POLG2	0.482719889586875	0.478617730036255	0.999478061477577	10
fLOH_POLL	0.361141081706253	2.00492415360582	0.999561539553054	11
rLOH_POLL	0.997758857532604	3.75791547405976e-08	0.999478061477577	3
fLOH_PPIC	0.601635616414979	1.76199958941879	0.999561539553054	10
rLOH_PPIC	0.0490448924873295	3.96482390216716	0.378370906464266	9
fLOH_PRSS48	0.882615796742506	0.850193620970385	0.999561539553054	8
rLOH_PRSS48	0.249755705605929	0.266169398848772	0.946604249325915	11
fLOH_PRUNE2	0.998020014398166	1.11191716861212e-07	0.999561539553054	3
rLOH_PRUNE2	0.340253350032993	2.09909578120237	0.960508122086984	13
fLOH_PSMB7	0.146666234077236	0.193303026837235	0.865307233176431	11
rLOH_PSMB7	0.646476293798575	0.611126977053092	0.999478061477577	11
fLOH_PSMD9	0.998209286335122	3.76262936518506e-07	0.999561539553054	3
rLOH_PSMD9	0.31249374003133	2.21728492602139	0.953493574090414	14
fLOH_PTPN3	0.877168538825224	1.1830797085866	0.999561539553054	7
rLOH_PTPN3	0.209649432504456	0.241471682628322	0.852811250865584	11
fLOH_PTPRB	0.996967475970196	2.31903021997545e-08	0.999561539553054	6
rLOH_PTPRB	0.881373294476477	1.17357989966392	0.999478061477577	10
fLOH_PXK	0.54704244405095	1.59911391920827	0.999561539553054	13
rLOH_PXK	0.997379438660819	3.53121844110116e-08	0.999478061477577	8
fLOH_QRICH2	0.271022848468216	2.09616365169788	0.996553177197004	15
rLOH_QRICH2	0.955376527948291	1.06017467363676	0.999478061477577	13
fLOH_R3HCC1	0.285927386444557	3.13971191887486	0.996553177197004	7
rLOH_R3HCC1	0.0443139220653179	0.0995964438092466	0.378370906464266	11
fLOH_RAD18	0.997560807470158	4.30181917577344e-08	0.999561539553054	10
rLOH_RAD18	0.00987436325390904	5.76989924331539	0.217926147879468	8
fLOH_RAP1GAP2	0.339248232821768	2.77601921966877	0.999561539553054	6
rLOH_RAP1GAP2	0.0407392157600003	5.97767434476003	0.378370906464266	12
fLOH_RELL2	0.0474230821987231	4.10224478075998	0.468941567367139	10
rLOH_RELL2	0.998100689289506	5.58035832541729e-08	0.999478061477577	5
fLOH_RFPL1	0.193397550430859	4.17693746921368	0.931465753095566	3
rLOH_RFPL1	0.682817251172014	0.648603530041158	0.999478061477577	10
fLOH_RGL4	0.150328798984041	2.84024894698686	0.865307233176431	10
rLOH_RGL4	0.514736388667348	0.486797103404224	0.999478061477577	9
fLOH_RNF186	0.997470790987003	1.13640489786141e-07	0.999561539553054	2
rLOH_RNF186	0.165736262504179	0.209053155219177	0.750503830207603	11
fLOH_RPS6KL1	0.403988135193216	0.407485051864663	0.999561539553054	11
rLOH_RPS6KL1	0.567026963783673	1.58324571121204	0.999478061477577	11
fLOH_RRP7A	0.99756670357011	1.98205625119309e-07	0.999561539553054	3
rLOH_RRP7A	0.0107467116155641	4.86333830370341	0.217926147879468	12
fLOH_RSAD1	0.0341777318517967	4.41913506341088	0.424523406159159	9
rLOH_RSAD1	0.361748902052859	1.83988724080833	0.972021961528011	11
fLOH_S100Z	0.114034734243442	2.93070243730468	0.790428988438957	11
rLOH_S100Z	0.997926570108962	9.24321684266264e-09	0.999478061477577	6
fLOH_SCAI	0.230148410500133	2.59781824700593	0.996553177197004	10
rLOH_SCAI	0.3513359021814	2.68800187335402	0.960508122086984	8
fLOH_SCFD1	0.252491516408695	2.45859148885169	0.996553177197004	6
rLOH_SCFD1	0.385680516259852	0.389387996403946	0.991543941221152	11
fLOH_SEC14L4	0.424081759426833	2.37194831545769	0.999561539553054	6
rLOH_SEC14L4	0.868373722989397	1.13427418129878	0.999478061477577	10
